ProfileCreationDate,NoofLogin,ProfileViews,InterestSent,PlanPurchase,SalesTeamCallMade,FirstPlanPurchase,Gender,Age,City,Income,Education,Occupation,profilecreatedBy,maritalStatus,Height
2023-10-30,1,232,1,0,0,Not Purchased,Male,28,Madhyamgram,INR 10 Lacs - 12 Lacs,B.Tech,Salaried - Private,Sibling,Never Married,5.05
2023-10-30,1,44,3,0,0,Not Purchased,Male,43,Teghari,INR 4 Lacs - 6 Lacs,B.Com,Salaried - Private,Relative,Never Married,5.07
2023-10-30,1,0,0,0,2,Not Purchased,Male,38,Cooch Behar,Upto INR 2 Lacs,Higher Secondary School,Business/Self Employed,Self,Never Married,5.05
2023-10-30,0,100,4,0,1,Not Purchased,Male,33,Dhubri,INR 2 Lacs - 4 Lacs,Higher Secondary School,Salaried - Private,Self,Never Married,5.03
2023-10-30,0,20,5,0,2,Not Purchased,Male,35,Kolkata,INR 4 Lacs - 6 Lacs,BBA,Business/Self Employed,Self,Never Married,5.03
2023-10-30,0,0,0,0,0,Not Purchased,Male,23,Guwahati,Upto INR 2 Lacs,Secondary School,Salaried - Private,Self,Never Married,5.07
2023-10-30,0,0,0,0,0,Not Purchased,Male,22,Narit,INR 2 Lacs - 4 Lacs,Higher Secondary School,Salaried - Private,Self,Never Married,5.08
2023-10-30,1,5,0,0,1,Not Purchased,Male,21,Guwahati,Upto INR 2 Lacs,Secondary School,Professional,Self,Never Married,5.05
2023-10-30,1,4,0,0,0,Not Purchased,Male,49,Karimganj,INR 4 Lacs - 6 Lacs,Higher Secondary School,Business/Self Employed,Self,Divorced,5.04
2023-10-30,0,3,0,0,0,Not Purchased,Male,58,Jhargram,Not Working,Higher Secondary School,Not working,Self,Widow / Widower,5.03
2023-10-30,1,9,0,0,4,Not Purchased,Male,46,Narit,INR 2 Lacs - 4 Lacs,Secondary School,Business/Self Employed,Friend,Awaiting Divorce,5.09
2023-10-30,1,7,1,0,0,Not Purchased,Male,35,Kolkata,INR 2 Lacs - 4 Lacs,B.Com,Business/Self Employed,Parent,Never Married,5.05
2023-10-30,0,9,0,0,6,Not Purchased,Male,34,Malda,INR 2 Lacs - 4 Lacs,B.A,Business/Self Employed,Self,Never Married,5.04
2023-10-30,1,2,0,0,1,Not Purchased,Male,31,Guwahati,INR 2 Lacs - 4 Lacs,Higher Secondary School,Business/Self Employed,Self,Never Married,5.03
2023-10-30,1,27,1,0,0,Not Purchased,Male,32,Medinipur,Upto INR 2 Lacs,High School,Salaried - Private,Self,Never Married,5.04
2023-10-30,0,5,0,0,0,Not Purchased,Male,32,Kolkata,INR 20 Lacs - 30 Lacs,MBA,Salaried - Private,Parent,Never Married,5.09
2023-10-30,0,93,2,0,2,Not Purchased,Female,50,Birbhum,INR 8 Lacs - 10 Lacs,B.A,Salaried - Government/PSU,Self,Never Married,5.02
2023-10-30,0,48,0,0,0,Not Purchased,Male,31,Rourkela,INR 20 Lacs - 30 Lacs,MBA,Salaried - Private,Parent,Never Married,5.1
2023-10-30,0,14,0,0,0,Not Purchased,Male,46,Gobardanga,INR 8 Lacs - 10 Lacs,B.A,Salaried - Private,Self,Awaiting Divorce,5.06
2023-10-30,0,100,7,0,4,Not Purchased,Male,27,Kolaghat,Upto INR 2 Lacs,Ph.D.,Salaried - Private,Self,Never Married,5.08
2023-10-31,0,120,11,0,0,Not Purchased,Male,30,Bengaluru,INR 30 Lacs - 40 Lacs,PGDM/PGDBM,Salaried - Private,Parent,Never Married,5.08
2023-10-31,1,0,0,0,2,Not Purchased,Male,30,Goalpara,INR 2 Lacs - 4 Lacs,LLB,Professional,Self,Never Married,5.06
2023-10-31,0,46,127,0,3,Not Purchased,Female,33,Kolkata,INR 15 Lacs - 18 Lacs,B.A,Salaried - Private,Self,Never Married,5.0
2023-10-31,0,8,0,0,0,Not Purchased,Male,47,Siliguri,INR 2 Lacs - 4 Lacs,Other Bachelors Degree in Arts/Science/Commerce,Business/Self Employed,Self,Divorced,5.04
2023-10-31,0,49,9,0,1,Not Purchased,Male,30,Tarakeswar,INR 2 Lacs - 4 Lacs,M.Sc,Salaried - Government/PSU,Self,Never Married,5.06
2023-10-31,0,78,0,0,2,Not Purchased,Male,46,Medinipur,Upto INR 2 Lacs,Secondary School,Salaried - Private,Self,Never Married,5.07
2023-10-31,0,113,9,0,0,Not Purchased,Male,33,Balurghat,INR 4 Lacs - 6 Lacs,M.A,Salaried - Government/PSU,Parent,Never Married,5.1
2023-10-31,0,79,33,0,0,Not Purchased,Male,31,Kolkata,INR 10 Lacs - 12 Lacs,B.Com (Hons.),Salaried - Private,Self,Never Married,6.0
2023-10-31,0,240,5,0,0,Not Purchased,Male,36,Bankura,INR 12 Lacs - 15 Lacs,Ph.D.,Professional,Parent,Never Married,5.1
2023-10-31,1,0,0,0,2,Not Purchased,Male,29,Ambicapur Pt VI,INR 2 Lacs - 4 Lacs,Diploma,Salaried - Private,Self,Never Married,5.06
2023-10-31,2,13,0,0,2,Not Purchased,Male,26,Buti,Upto INR 2 Lacs,B.A,Salaried - Private,Self,Never Married,5.02
2023-10-31,0,4,1,0,1,Not Purchased,Male,25,Asansol,Upto INR 2 Lacs,Higher Secondary School,Salaried - Private,Self,Never Married,5.02
2023-10-31,1,271,23,0,0,Not Purchased,Male,33,Ahmedabad,INR 6 Lacs - 8 Lacs,Ph.D.,Salaried - Private,Self,Never Married,5.06
2023-10-31,0,3,0,0,2,Not Purchased,Male,25,Barpeta,INR 2 Lacs - 4 Lacs,Higher Secondary School,Salaried - Private,Self,Never Married,5.02
2023-10-31,1,17,0,0,2,Not Purchased,Male,45,Adra,INR 4 Lacs - 6 Lacs,B.Com,Salaried - Private,Self,Awaiting Divorce,5.08
2023-10-31,1,16,5,0,7,Not Purchased,Male,29,Nadia,Upto INR 2 Lacs,B.Com,Salaried - Private,Self,Never Married,5.0
2023-10-31,0,0,0,0,1,Not Purchased,Male,33,Dhubri,INR 6 Lacs - 8 Lacs,B.A,Civil Services/Defense,Self,Never Married,5.03
2023-10-31,0,8,0,0,3,Not Purchased,Male,24,North 24 Parganas,INR 20 Lacs - 30 Lacs,B.A,Salaried - Private,Self,Never Married,5.07
2023-10-31,1,2,0,0,1,Not Purchased,Female,27,Jorhat,Upto INR 2 Lacs,Secondary School,Salaried - Private,Friend,Never Married,4.03
2023-10-31,0,30,2,0,2,Not Purchased,Male,31,Hojai,INR 8 Lacs - 10 Lacs,Secondary School,Business/Self Employed,Self,Never Married,5.03
2023-10-31,0,207,33,0,1,Not Purchased,Female,28,Bardhaman (Burdwan),INR 6 Lacs - 8 Lacs,M.Sc,Salaried - Government/PSU,Sibling,Never Married,5.02
2023-10-31,1,7,1,0,4,Not Purchased,Male,35,Bardhaman (Burdwan),INR 4 Lacs - 6 Lacs,M.A,Salaried - Private,Sibling,Never Married,5.03
2023-10-31,1,51,1,0,1,Not Purchased,Male,30,Pune,INR 15 Lacs - 18 Lacs,B.Tech,Salaried - Private,Parent,Never Married,5.1
2023-10-31,1,2,0,0,1,Not Purchased,Male,25,Kolkata,INR 2 Lacs - 4 Lacs,Higher Secondary School,Salaried - Private,Self,Never Married,5.04
2023-10-31,1,1,0,0,3,Not Purchased,Male,39,Guwahati,Upto INR 2 Lacs,Higher Secondary School,Salaried - Private,Self,Never Married,5.04
2023-10-31,1,3,5,0,0,Not Purchased,Male,47,Kolkata,Upto INR 2 Lacs,Secondary School,Salaried - Private,Self,Awaiting Divorce,5.09
2023-10-31,0,155,4,0,3,Not Purchased,Male,33,Ashokenagar Kalyangarh,INR 2 Lacs - 4 Lacs,B.A,Business/Self Employed,Self,Never Married,5.07
2023-10-31,0,2,0,0,3,Not Purchased,Male,24,Cooch Behar,INR 2 Lacs - 4 Lacs,B.A (Hons.),Salaried - Private,Self,Never Married,6.0
2023-10-31,0,2,0,0,0,Not Purchased,Male,32,Bokaro Steel City,INR 4 Lacs - 6 Lacs,PGDM/PGDBM,Salaried - Private,Relative,Never Married,5.04
2023-10-31,1,7,0,0,0,Not Purchased,Male,33,Chowberia,Upto INR 2 Lacs,B.A,Salaried - Private,Relative,Never Married,5.04
2023-10-31,1,2,0,0,4,Not Purchased,Male,40,Kolkata,INR 4 Lacs - 6 Lacs,B.A,Salaried - Private,Self,Divorced,4.1
2023-10-31,0,15,0,0,0,Not Purchased,Male,57,Memari,INR 4 Lacs - 6 Lacs,B.Sc,Business/Self Employed,Self,Never Married,5.06
2023-10-31,1,12,2,0,1,Not Purchased,Male,32,Guwahati,INR 6 Lacs - 8 Lacs,M.A,Business/Self Employed,Self,Never Married,5.05
2023-10-31,0,2,0,0,1,Not Purchased,Male,33,Agartala,INR 2 Lacs - 4 Lacs,Secondary School,Business/Self Employed,Self,Never Married,5.05
2023-10-31,0,396,4,0,3,Not Purchased,Female,31,North 24 Parganas,Not Working,M.A,Professional,Parent,Never Married,5.0
2023-10-31,1,8,1,0,0,Not Purchased,Male,25,Lanka,INR 2 Lacs - 4 Lacs,Secondary School,Business/Self Employed,Self,Divorced,5.03
2023-10-31,0,20,0,0,3,Not Purchased,Male,32,Nadia,Upto INR 2 Lacs,Higher Secondary School,Salaried - Government/PSU,Self,Never Married,5.06
2023-10-31,0,123,4,0,8,Not Purchased,Female,20,Udaynarayanpur,Upto INR 2 Lacs,B.A,Salaried - Private,Parent,Never Married,4.11
2023-10-31,1,5,0,0,0,Not Purchased,Male,34,Sangli,INR 8 Lacs - 10 Lacs,B.Com,Salaried - Government/PSU,Self,Never Married,5.07
2023-10-31,1,53,0,0,0,Not Purchased,Male,22,Kolkata,INR 2 Lacs - 4 Lacs,Higher Secondary School,Business/Self Employed,Self,Never Married,6.03
2023-10-31,1,277,2,0,1,Not Purchased,Female,27,Hooghly,Not Working,Other Masters Degree in Arts/Science/Commerce,Salaried - Private,Parent,Never Married,5.03
2023-10-31,0,0,0,0,0,Not Purchased,Male,34,Kolkata,INR 6 Lacs - 8 Lacs,B.Tech,Salaried - Private,Parent,Never Married,6.0
2023-10-31,1,37,0,0,0,Not Purchased,Male,43,Thane,INR 4 Lacs - 6 Lacs,Secondary School,Salaried - Private,Self,Divorced,5.04
2023-10-31,0,143,1,0,0,Not Purchased,Female,28,Kolkata,Upto INR 2 Lacs,B.Ed,Salaried - Private,Parent,Never Married,5.06
2023-10-31,0,0,0,0,0,Not Purchased,Female,32,Kharagpur,INR 6 Lacs - 8 Lacs,MCA,Salaried - Private,Parent,Divorced,5.02
2023-10-31,1,13,0,0,0,Not Purchased,Male,38,Kolkata,Upto INR 2 Lacs,B.Com,Salaried - Private,Self,Never Married,5.04
2023-10-31,1,112,114,0,1,Not Purchased,Male,25,Jalpaiguri,INR 2 Lacs - 4 Lacs,B.A,Salaried - Government/PSU,Self,Never Married,5.08
2023-10-31,0,67,56,0,0,Not Purchased,Female,33,Navi Mumbai,INR 4 Lacs - 6 Lacs,PGDM/PGDBM,Salaried - Private,Self,Divorced,5.02
2023-10-31,1,1,0,0,0,Not Purchased,Male,28,Darrang,INR 2 Lacs - 4 Lacs,Higher Secondary School,Professional,Self,Divorced,5.06
2023-10-31,0,1,0,0,1,Not Purchased,Male,27,Goalpara,INR 2 Lacs - 4 Lacs,Higher Secondary School,Business/Self Employed,Self,Never Married,5.06
2023-10-31,0,4,1,0,4,Not Purchased,Male,21,Tarakeswar,INR 12 Lacs - 15 Lacs,High School,Business/Self Employed,Self,Never Married,5.06
2023-10-31,1,31,0,0,1,Not Purchased,Male,26,Purulia,INR 2 Lacs - 4 Lacs,B.A (Hons.),Business/Self Employed,Self,Never Married,5.07
2023-10-31,1,8,0,0,0,Not Purchased,Male,30,Kolkata,INR 6 Lacs - 8 Lacs,B.Com,Business/Self Employed,Sibling,Never Married,5.05
2023-10-31,0,23,1,0,6,Not Purchased,Male,26,Bardhaman (Burdwan),Upto INR 2 Lacs,Higher Secondary School,Salaried - Private,Self,Never Married,5.08
2023-10-31,0,92,2,0,1,Not Purchased,Male,29,Bongaigaon,INR 2 Lacs - 4 Lacs,Diploma,Salaried - Private,Self,Never Married,5.08
2023-10-31,0,9,0,0,3,Not Purchased,Male,32,Narit,INR 2 Lacs - 4 Lacs,Higher Secondary School,Business/Self Employed,Relative,Never Married,5.03
2023-10-31,0,63,0,0,1,Not Purchased,Male,31,Howrah,INR 6 Lacs - 8 Lacs,B.Tech,Business/Self Employed,Relative,Never Married,5.09
2023-10-31,1,0,0,0,1,Not Purchased,Male,29,North 24 Parganas,Upto INR 2 Lacs,Higher Secondary School,Business/Self Employed,Self,Divorced,5.05
2023-11-01,1,3,0,0,1,Not Purchased,Male,27,Kharagpur,INR 4 Lacs - 6 Lacs,Secondary School,Business/Self Employed,Parent,Never Married,4.03
2023-11-01,1,11,2,0,0,Not Purchased,Male,29,Nalbari,INR 2 Lacs - 4 Lacs,B.Sc,Business/Self Employed,Self,Never Married,5.04
2023-11-01,0,0,0,0,0,Not Purchased,Male,36,New Delhi,INR 2 Lacs - 4 Lacs,Secondary School,Salaried - Private,Parent,Never Married,5.1
2023-11-01,1,0,0,0,1,Not Purchased,Male,27,Purba Medinipur,Upto INR 2 Lacs,B.A,Salaried - Private,Self,Never Married,5.07
2023-11-01,1,5,0,0,0,Not Purchased,Male,23,Garbeta,INR 2 Lacs - 4 Lacs,B.A,Business/Self Employed,Self,Never Married,5.04
2023-11-01,0,19,2,0,0,Not Purchased,Female,30,Kolkata,Not Working,M.A,Not working,Parent,Never Married,5.0
2023-11-01,1,0,0,0,2,Not Purchased,Female,32,Malda,Not Working,M.A,Not working,Sibling,Never Married,5.01
2023-11-01,0,152,5,0,0,Not Purchased,Male,27,Raiganj,Upto INR 2 Lacs,B.A,Salaried - Private,Self,Never Married,5.08
2023-11-01,0,0,0,0,0,Not Purchased,Male,67,New Delhi,INR 18 Lacs - 20 Lacs,Ph.D.,Salaried - Private,Self,Divorced,5.08
2023-11-01,1,24,2,0,1,Not Purchased,Male,28,Paschim Medinipur,Upto INR 2 Lacs,Higher Secondary School,Salaried - Private,Self,Never Married,5.06
2023-11-01,2,0,0,0,2,Not Purchased,Male,27,Harshi,INR 2 Lacs - 4 Lacs,Secondary School,Business/Self Employed,Self,Divorced,5.05
2023-11-01,1,1,6,0,3,Not Purchased,Male,25,Kamrup,Upto INR 2 Lacs,Higher Secondary School,Business/Self Employed,Friend,Awaiting Divorce,5.05
2023-11-01,1,23,2,0,4,Not Purchased,Male,22,Bankura,Upto INR 2 Lacs,Higher Secondary School,Professional,Self,Never Married,5.02
2023-11-01,1,4,0,0,1,Not Purchased,Male,41,Alipurduar,Upto INR 2 Lacs,Higher Secondary School,Salaried - Private,Sibling,Never Married,5.05
2023-11-01,0,75,7,0,3,Not Purchased,Female,27,Kolkata,INR 4 Lacs - 6 Lacs,BCA,Salaried - Private,Self,Never Married,5.05
2023-11-01,1,0,0,0,1,Not Purchased,Male,40,Bally,INR 4 Lacs - 6 Lacs,Secondary School,Business/Self Employed,Sibling,Never Married,4.11
2023-11-01,0,121,5,0,0,Not Purchased,Male,31,Bally,INR 41 Lacs - 50 Lacs,M.S.( Engg),Salaried - Private,Parent,Never Married,5.09
2023-11-01,1,12,6,0,0,Not Purchased,Male,28,Narit,INR 2 Lacs - 4 Lacs,Secondary School,Business/Self Employed,Self,Never Married,6.0
2023-11-01,0,191,39,0,3,Not Purchased,Female,40,Bolpur,INR 6 Lacs - 8 Lacs,Ph.D.,Salaried - Government/PSU,Sibling,Never Married,5.03
2023-11-01,0,17,4,0,1,Not Purchased,Male,26,Malda,INR 2 Lacs - 4 Lacs,B.A,Salaried - Private,Self,Divorced,5.05
2023-11-01,0,383,35,0,2,Not Purchased,Male,30,Mumbai,INR 8 Lacs - 10 Lacs,PGDM/PGDBM,Salaried - Private,Self,Never Married,5.08
2023-11-01,2,9,3,0,1,Not Purchased,Male,32,Asansol,INR 4 Lacs - 6 Lacs,MBA,Salaried - Private,Parent,Never Married,5.07
2023-11-01,1,10,13,0,6,Not Purchased,Male,33,Kolkata,INR 6 Lacs - 8 Lacs,B.A (Hons.),Salaried - Government/PSU,Parent,Never Married,5.06
2023-11-01,0,0,0,0,0,Not Purchased,Male,32,Hubli,INR 2 Lacs - 4 Lacs,B.Com,Salaried - Private,Self,Never Married,5.09
2023-11-01,0,14,0,0,0,Not Purchased,Male,31,North 24 Parganas,INR 2 Lacs - 4 Lacs,B.Tech,Salaried - Private,Parent,Never Married,5.1
2023-11-01,1,83,0,0,4,Not Purchased,Female,27,Kolkata,INR 2 Lacs - 4 Lacs,B.A,Professional,Self,Never Married,5.01
2023-11-01,1,27,0,0,1,Not Purchased,Male,24,Magrahat,Upto INR 2 Lacs,High School,Salaried - Private,Self,Never Married,5.06
2023-11-01,0,123,21,0,3,Not Purchased,Male,30,Bengaluru,INR 41 Lacs - 50 Lacs,MBA,Salaried - Private,Parent,Never Married,5.08
2023-11-01,0,1,0,0,0,Not Purchased,Male,25,Gangaprasad,Not Working,B.A (Hons.),Salaried - Private,Self,Never Married,5.03
2023-11-01,1,6,0,0,3,Not Purchased,Male,28,Mandya,INR 2 Lacs - 4 Lacs,Diploma,Salaried - Private,Self,Never Married,5.06
2023-11-01,1,15,2,0,0,Not Purchased,Male,28,Pingla,INR 2 Lacs - 4 Lacs,B.Ed,Business/Self Employed,Self,Never Married,5.1
2023-11-01,0,0,0,0,0,Not Purchased,Male,26,Kolkata,INR 8 Lacs - 10 Lacs,B.Tech,Salaried - Private,Parent,Never Married,6.0
2023-11-01,1,5,0,0,0,Not Purchased,Male,38,Kolkata,Upto INR 2 Lacs,Higher Secondary School,Salaried - Private,Self,Never Married,5.06
2023-11-01,1,68,0,0,4,Not Purchased,Male,32,Mumbai,INR 4 Lacs - 6 Lacs,Diploma,Salaried - Private,Parent,Never Married,5.09
2023-11-01,0,21,60,0,1,Not Purchased,Male,26,Nadia,"GBP 25,000 - 30,000",Higher Secondary School,Business/Self Employed,Friend,Never Married,5.07
2023-11-01,0,1292,337,0,0,Not Purchased,Male,40,Kolkata,INR 10 Lacs - 12 Lacs,B.Tech,Salaried - Government/PSU,Self,Divorced,5.06
2023-11-01,1,0,0,0,0,Not Purchased,Male,33,Agartala,INR 2 Lacs - 4 Lacs,B.A,Salaried - Private,Sibling,Never Married,5.07
2023-11-01,1,6,0,0,3,Not Purchased,Male,32,Birbhum,Upto INR 2 Lacs,High School,Salaried - Private,Relative,Divorced,5.02
2023-11-01,1,0,0,0,4,Not Purchased,Male,48,South 24 Parganas,Upto INR 2 Lacs,Higher Secondary School,Salaried - Private,Self,Divorced,5.05
2023-11-01,1,113,48,0,2,Not Purchased,Male,33,Kolkata,INR 2 Lacs - 4 Lacs,High School,Business/Self Employed,Self,Never Married,5.02
2023-11-01,1,0,0,0,0,Not Purchased,Male,32,Jorhat,INR 2 Lacs - 4 Lacs,Higher Secondary School,Business/Self Employed,Self,Never Married,5.02
2023-11-01,0,4,0,0,2,Not Purchased,Male,27,Goalpara,Upto INR 2 Lacs,Higher Secondary School,Salaried - Private,Self,Never Married,5.1
2023-11-01,0,43,0,0,2,Not Purchased,Male,31,Adur,Upto INR 2 Lacs,Higher Secondary School,Business/Self Employed,Self,Never Married,5.08
2023-11-01,1,6,0,0,0,Not Purchased,Male,31,Murshidabad,Upto INR 2 Lacs,M.Sc,Salaried - Private,Relative,Never Married,5.05
2023-11-01,1,73,0,0,2,Not Purchased,Male,45,Cooch Behar,INR 4 Lacs - 6 Lacs,M.A,Business/Self Employed,Self,Never Married,5.07
2023-11-01,0,67,83,0,2,Not Purchased,Male,34,Bengaluru,INR 20 Lacs - 30 Lacs,B.Tech,Salaried - Private,Self,Never Married,5.07
2023-11-01,0,2,1,0,0,Not Purchased,Male,28,Uttampur,Upto INR 2 Lacs,High School,Homemaker,Self,Never Married,5.03
2023-11-01,1,1,0,0,0,Not Purchased,Female,28,Kolkata,INR 2 Lacs - 4 Lacs,B.A,Salaried - Private,Parent,Never Married,5.0
2023-11-01,0,40,0,0,8,Not Purchased,Male,27,Arambag,INR 8 Lacs - 10 Lacs,MBA,Salaried - Private,Self,Never Married,5.08
2023-11-01,0,0,0,0,0,Not Purchased,Male,30,Guwahati,Upto INR 2 Lacs,Higher Secondary School,Salaried - Private,Self,Never Married,5.04
2023-11-01,1,3,0,0,2,Not Purchased,Male,23,Titwala,INR 2 Lacs - 4 Lacs,Higher Secondary School,Salaried - Private,Friend,Never Married,5.06
2023-11-01,0,12,0,0,1,Not Purchased,Male,34,Suri,Upto INR 2 Lacs,Secondary School,Salaried - Private,Self,Divorced,5.07
2023-11-01,1,2,0,0,3,Not Purchased,Male,39,Naihati,INR 2 Lacs - 4 Lacs,B.Tech,Salaried - Private,Self,Never Married,5.06
2023-11-01,1,28,11,0,1,Not Purchased,Male,38,Jorhat,Upto INR 2 Lacs,Secondary School,Salaried - Private,Self,Never Married,4.02
2023-11-01,0,257,3,0,6,Not Purchased,Male,33,Kolkata,INR 4 Lacs - 6 Lacs,B.Com,Salaried - Private,Parent,Widow / Widower,5.07
2023-11-01,0,58,5,0,0,Not Purchased,Male,34,Bishalgarh,INR 2 Lacs - 4 Lacs,Secondary School,Business/Self Employed,Self,Never Married,5.05
2023-11-01,1,0,0,0,1,Not Purchased,Male,27,Howrah,INR 2 Lacs - 4 Lacs,Secondary School,Business/Self Employed,Sibling,Never Married,5.07
2023-11-01,1,1,0,0,1,Not Purchased,Male,22,Narit,INR 4 Lacs - 6 Lacs,Higher Secondary School,Business/Self Employed,Friend,Awaiting Divorce,5.08
2023-11-01,0,1,0,0,1,Not Purchased,Female,28,Howrah,INR 2 Lacs - 4 Lacs,M.Pharm,Salaried - Private,Parent,Never Married,5.0
2023-11-01,0,0,0,0,2,Not Purchased,Male,28,Kokrajhar,INR 4 Lacs - 6 Lacs,Secondary School,Business/Self Employed,Self,Widow / Widower,5.02
2023-11-01,1,0,0,0,2,Not Purchased,Female,48,Akanda,INR 4 Lacs - 6 Lacs,B.Com,Salaried - Private,Parent,Never Married,5.08
2023-11-01,1,2,0,0,1,Not Purchased,Male,35,Alipurduar,Upto INR 2 Lacs,Higher Secondary School,Business/Self Employed,Self,Never Married,5.05
2023-11-01,0,32,2,0,1,Not Purchased,Male,26,Kanchrapara,INR 2 Lacs - 4 Lacs,B.Sc,Salaried - Government/PSU,Self,Never Married,5.06
2023-11-01,0,0,0,0,0,Not Purchased,Male,54,Nadia,INR 2 Lacs - 4 Lacs,B.A,Medical Field,Self,Never Married,5.05
2023-11-01,0,0,0,0,1,Not Purchased,Male,26,Kamrup,INR 2 Lacs - 4 Lacs,B.A,Salaried - Private,Friend,Never Married,5.03
2023-11-01,0,939,134,0,9,Not Purchased,Female,26,Howrah,INR 8 Lacs - 10 Lacs,M.Sc,Salaried - Private,Parent,Never Married,5.06
2023-11-01,0,357,3,0,3,Not Purchased,Male,29,Aachen,INR 20 Lacs - 30 Lacs,Ph.D.,Professional,Parent,Never Married,5.07
2023-11-01,0,1593,159,0,2,Not Purchased,Male,36,Rajarhat Gopalpur,INR 20 Lacs - 30 Lacs,B.Tech,Salaried - Private,Parent,Never Married,5.08
2023-11-02,0,58,7,0,0,Not Purchased,Male,29,Panskura,INR 2 Lacs - 4 Lacs,M.Sc,Salaried - Private,Sibling,Never Married,5.08
2023-11-02,0,47,11,0,0,Not Purchased,Male,33,Begampur,INR 4 Lacs - 6 Lacs,M.A,Salaried - Government/PSU,Self,Never Married,5.09
2023-11-02,0,0,0,0,1,Not Purchased,Male,48,North 24 Parganas,INR 2 Lacs - 4 Lacs,Secondary School,Salaried - Private,Self,Widow / Widower,5.04
2023-11-02,1,0,0,0,0,Not Purchased,Male,28,Kokrajhar,INR 4 Lacs - 6 Lacs,B.Sc,Salaried - Private,Self,Awaiting Divorce,5.1
2023-11-02,1,0,0,0,2,Not Purchased,Male,33,Siliguri,INR 2 Lacs - 4 Lacs,M.A,Salaried - Private,Self,Never Married,5.06
2023-11-02,1,1,0,0,1,Not Purchased,Male,30,Alipurduar,INR 2 Lacs - 4 Lacs,M.A,Salaried - Private,Self,Never Married,5.04
2023-11-02,0,0,0,0,3,Not Purchased,Male,30,Egra,INR 6 Lacs - 8 Lacs,B.Tech,Business/Self Employed,Self,Never Married,5.07
2023-11-02,0,17,0,0,2,Not Purchased,Male,29,Agartala,INR 4 Lacs - 6 Lacs,BE,Salaried - Private,Parent,Never Married,5.1
2023-11-02,0,0,0,0,3,Not Purchased,Male,35,Anchna,INR 2 Lacs - 4 Lacs,High School,Salaried - Private,Self,Never Married,5.1
2023-11-02,1,11,1,0,2,Not Purchased,Male,43,Cachar,INR 2 Lacs - 4 Lacs,M.Com,Salaried - Private,Self,Never Married,5.06
2023-11-02,0,51,12,0,0,Not Purchased,Male,25,Kolkata,INR 4 Lacs - 6 Lacs,Higher Secondary School,Salaried - Private,Friend,Never Married,5.08
2023-11-02,1,9,9,0,2,Not Purchased,Male,33,Habra,Upto INR 2 Lacs,Higher Secondary School,Salaried - Private,Self,Never Married,5.08
2023-11-02,0,11,1,0,2,Not Purchased,Male,34,Narit,INR 2 Lacs - 4 Lacs,Secondary School,Business/Self Employed,Self,Never Married,5.05
2023-11-02,0,1,0,0,0,Not Purchased,Male,42,Sonitpur,Upto INR 2 Lacs,Higher Secondary School,Salaried - Private,Self,Never Married,5.03
2023-11-02,0,7,0,0,0,Not Purchased,Male,29,Hyderabad,INR 4 Lacs - 6 Lacs,PGDM/PGDBM,Salaried - Private,Self,Never Married,5.06
2023-11-02,0,2,34,0,0,Not Purchased,Male,39,Kalyan,INR 20 Lacs - 30 Lacs,MBA,Salaried - Government/PSU,Self,Never Married,5.09
2023-11-02,1,3,0,0,0,Not Purchased,Male,24,Narit,Upto INR 2 Lacs,Secondary School,Salaried - Private,Friend,Widow / Widower,5.06
2023-11-02,1,0,0,0,4,Not Purchased,Male,25,Howrah,INR 12 Lacs - 15 Lacs,High School,Salaried - Private,Self,Never Married,5.05
2023-11-02,0,42,6,0,0,Not Purchased,Male,37,English Bazar,INR 4 Lacs - 6 Lacs,B.Ed,Salaried - Government/PSU,Self,Never Married,6.0
2023-11-02,1,4,0,0,0,Not Purchased,Male,34,Dantan,INR 4 Lacs - 6 Lacs,Higher Secondary School,Business/Self Employed,Self,Never Married,5.04
2023-11-02,0,505,212,0,0,Not Purchased,Female,38,Kolkata,Upto INR 2 Lacs,B.Sc,Business/Self Employed,Self,Divorced,5.03
2023-11-02,1,35,5,0,2,Not Purchased,Male,35,Bongaon,INR 2 Lacs - 4 Lacs,Secondary School,Salaried - Private,Self,Never Married,5.07
2023-11-02,0,2,0,0,1,Not Purchased,Male,28,Guwahati,INR 4 Lacs - 6 Lacs,B.A,Business/Self Employed,Self,Never Married,4.0
2023-11-02,0,98,0,0,2,Not Purchased,Male,35,Nadia,Not Working,Higher Secondary School,Business/Self Employed,Self,Never Married,5.07
2023-11-02,0,86,4,0,3,Not Purchased,Male,24,Kolkata,INR 2 Lacs - 4 Lacs,High School,Salaried - Private,Relative,Never Married,5.01
2023-11-02,0,46,3,0,4,Not Purchased,Male,48,Kolkata,Upto INR 2 Lacs,Secondary School,Salaried - Private,Self,Never Married,5.03
2023-11-02,1,0,0,0,1,Not Purchased,Male,34,North 24 Parganas,INR 2 Lacs - 4 Lacs,B.A,Salaried - Government/PSU,Self,Never Married,5.05
2023-11-02,1,7,0,0,2,Not Purchased,Male,29,Bardhaman (Burdwan),Upto INR 2 Lacs,BHM (Hotel Management),Business/Self Employed,Self,Never Married,5.11
